control_type,K,seed,R_mean,R_std,cluster_mean,cluster_std,dominant_cluster,dominant_fraction,switching_rate,memory_score,reorganization_score
original,0.95,6,0.8845644954834291,4.536798124950115e-10,2.0,0.0,2,1.0,0.0,1.0,0.0
original,0.95,7,0.909737561634807,9.431684058795799e-12,2.0,0.0,2,1.0,0.0,1.0,0.0
original,0.95,8,0.8815030387651493,1.9408032252063925e-10,2.0,0.0,2,1.0,0.0,1.0,0.0
original,0.95,9,0.8910060801707747,1.6846304201036423e-10,1.0,0.0,1,1.0,0.0,1.0,0.0
original,0.95,10,0.8996630767697171,3.363804265940458e-11,1.0,0.0,1,1.0,0.0,1.0,0.0
original,0.95,11,0.902477365485189,1.7653651858718172e-10,2.0,0.0,2,1.0,0.0,1.0,0.0
original,0.95,12,0.8926803062297994,2.30266273234243e-10,1.0,0.0,1,1.0,0.0,1.0,0.0
original,0.95,13,0.8775276355223329,8.047175226878854e-11,1.0,0.0,1,1.0,0.0,1.0,0.0
original,0.95,14,0.9015256637352314,1.9471997832311776e-11,2.0,0.0,2,1.0,0.0,1.0,0.0
original,0.95,15,0.8896747342851499,4.182285454684394e-10,2.0,0.0,2,1.0,0.0,1.0,0.0
original,0.95,16,0.8932457901838754,1.3409318749483905e-10,2.0,0.0,2,1.0,0.0,1.0,0.0
original,0.95,17,0.8892571215306366,5.420561266505889e-10,1.0,0.0,1,1.0,0.0,1.0,0.0
original,0.95,18,0.8775712971907155,1.7687731628726707e-10,1.0,0.0,1,1.0,0.0,1.0,0.0
original,0.95,19,0.8956997007740982,5.1815656145647657e-11,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.0,0,0.9069522144126185,1.0953904913718695e-10,2.0,0.0,2,1.0,0.0,1.0,0.0
original,1.0,1,0.9243933646737068,2.9139018155270753e-12,2.0,0.0,2,1.0,0.0,1.0,0.0
original,1.0,2,0.9008686916664507,1.0404564327516043e-11,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.0,3,0.9038435865216402,8.552001358549349e-12,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.0,4,0.9024330793718809,1.733250618036975e-11,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.0,5,0.912053898870023,2.803438588593842e-12,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.0,6,0.8989987819900743,5.083152130881972e-11,2.0,0.0,2,1.0,0.0,1.0,0.0
original,1.0,7,0.9204560834921656,5.443188375234037e-13,2.0,0.0,2,1.0,0.0,1.0,0.0
original,1.0,8,0.8964054983799971,1.3552006095664018e-11,2.0,0.0,2,1.0,0.0,1.0,0.0
original,1.0,9,0.9044201620405246,2.041416445555141e-11,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.0,10,0.9116638007003544,2.109562581422293e-12,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.0,11,0.9139748150287371,5.402023735160127e-12,3.0,0.0,3,1.0,0.0,1.0,0.0
original,1.0,12,0.9057815519906474,3.108527668420034e-11,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.0,13,0.8926848368528876,9.615953086032071e-12,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.0,14,0.9134438001356796,2.4777939673482606e-12,2.0,0.0,2,1.0,0.0,1.0,0.0
original,1.0,15,0.9035429529968657,4.525381080013952e-11,2.0,0.0,2,1.0,0.0,1.0,0.0
original,1.0,16,0.9063448925114514,1.5488201535227178e-11,2.0,0.0,2,1.0,0.0,1.0,0.0
original,1.0,17,0.9026415794120287,1.410434332141911e-11,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.0,18,0.8927001869262541,2.0907256047657014e-11,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.0,19,0.9084145710349127,5.582543503730825e-12,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.05,0,0.9173132609633039,2.8101245079209203e-12,2.0,0.0,2,1.0,0.0,1.0,0.0
original,1.05,1,0.9325440737650401,4.0265370886281215e-13,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.05,2,0.9123287540554997,1.2595123875007326e-12,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.05,3,0.9146101194257437,1.3089564502674882e-12,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.05,4,0.9134462783065882,2.1791512312803575e-12,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.05,5,0.9219072571414422,3.387148124993206e-13,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.05,6,0.9106435234699731,6.216297563362172e-12,2.0,0.0,2,1.0,0.0,1.0,0.0
original,1.05,7,0.9292360043626636,4.085210146196629e-14,2.0,0.0,2,1.0,0.0,1.0,0.0
original,1.05,8,0.9084055022711831,1.3478279441855485e-12,2.0,0.0,2,1.0,0.0,1.0,0.0
original,1.05,9,0.9153005065187144,2.6900420686859928e-12,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.05,10,0.921479605309861,3.042571996000836e-13,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.05,11,0.9234159836206081,2.689664720479046e-13,3.0,0.0,3,1.0,0.0,1.0,0.0
original,1.05,12,0.9164386225553819,4.5695618386933975e-12,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.05,13,0.9049806427743401,1.1519748544467547e-12,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.05,14,0.9231546278663769,3.366300898086935e-13,2.0,0.0,2,1.0,0.0,1.0,0.0
original,1.05,15,0.9147061866489121,5.362181913691505e-12,2.0,0.0,2,1.0,0.0,1.0,0.0
original,1.05,16,0.9169763786736149,1.927163378213439e-12,2.0,0.0,2,1.0,0.0,1.0,0.0
original,1.05,17,0.9135626602913651,4.648433549287413e-13,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.05,18,0.9049727710879117,2.4882649356793655e-12,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.05,19,0.9187553506893693,6.695341669285841e-13,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.1,0,0.9259202626613319,2.1163947855174335e-13,2.0,0.0,2,1.0,0.0,1.0,0.0
original,1.1,1,0.9393761614105206,5.883401408156145e-14,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.1,2,0.9217543333916075,1.6559008948523385e-13,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.1,3,0.9235495360255291,1.8802148460661412e-13,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.1,4,0.9225691832836467,3.04138293268196e-13,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.1,5,0.9300833563583384,4.521495174701034e-14,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.1,6,0.9202281861950646,8.193362966517412e-13,2.0,0.0,2,1.0,0.0,1.0,0.0
original,1.1,7,0.9365469950507169,2.8304645563901147e-15,2.0,0.0,2,1.0,0.0,1.0,0.0
original,1.1,8,0.9182685742985961,1.6103350303100466e-13,2.0,0.0,2,1.0,0.0,1.0,0.0
original,1.1,9,0.9242901281021391,3.8126385750242055e-13,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.1,10,0.9296424139337487,4.5128384508058085e-14,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.1,11,0.9312917519824712,4.383238740593014e-14,3.0,0.0,3,1.0,0.0,1.0,0.0
original,1.1,12,0.9252610980548557,7.158614889898867e-13,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.1,13,0.9151338552874798,1.4719715340926714e-13,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.1,14,0.9312069869365596,4.8293282442855964e-14,2.0,0.0,2,1.0,0.0,1.0,0.0
original,1.1,15,0.9238802736297261,6.855677729238773e-13,2.0,0.0,2,1.0,0.0,1.0,0.0
original,1.1,16,0.9257650018114284,2.5710696053613784e-13,2.0,0.0,2,1.0,0.0,1.0,0.0
original,1.1,17,0.922625042957554,9.800947336704182e-14,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.1,18,0.9151094767432574,3.1422858820098615e-13,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.1,19,0.9273176948404689,8.697024022857478e-14,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.15,0,0.9331715502708742,4.5359628334710905e-14,2.0,0.0,2,1.0,0.0,1.0,0.0
original,1.15,1,0.9451719593070274,9.044793879519873e-15,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.15,2,0.9296318942463119,2.320264472744525e-14,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.15,3,0.9310748908932404,2.790160424091685e-14,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.15,4,0.9302353579078522,4.5390278899130694e-14,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.15,5,0.9369635580717367,6.524638181704422e-15,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.15,6,0.9282439403887158,1.1512833559839933e-13,2.0,0.0,2,1.0,0.0,1.0,0.0
original,1.15,7,0.9427174602365862,2.0702012913352237e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
original,1.15,8,0.9265082106254647,2.1299934130613556e-14,2.0,0.0,2,1.0,0.0,1.0,0.0
original,1.15,9,0.9318294811030794,5.741323953402889e-14,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.15,10,0.9365235998553765,6.939756715599122e-15,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.15,11,0.9379477951047968,7.452505505784402e-15,2.0,0.0,2,1.0,0.0,1.0,0.0
original,1.15,12,0.9326708501606255,1.177545864877815e-13,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.15,13,0.923641342245832,2.0030525231077397e-14,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.15,14,0.9379802725426809,7.258704445814634e-15,2.0,0.0,2,1.0,0.0,1.0,0.0
original,1.15,15,0.9315443988166141,9.358444707276235e-14,2.0,0.0,2,1.0,0.0,1.0,0.0
original,1.15,16,0.9331393139267177,3.637065440145748e-14,2.0,0.0,2,1.0,0.0,1.0,0.0
original,1.15,17,0.9302502995147154,1.580813598460704e-14,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.15,18,0.9236060578480095,4.212747455159876e-14,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.15,19,0.9345113429776516,1.202828813444514e-14,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.2,0,0.9393525878804078,7.680424266775368e-15,2.0,0.0,2,1.0,0.0,1.0,0.0
original,1.2,1,0.9501393278406866,1.4639270465008785e-15,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.2,2,0.9363030962598841,3.421905661721349e-15,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.2,3,0.9374837760235842,4.3326764696041006e-15,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.2,4,0.9367550653588179,7.135967882973796e-15,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.2,5,0.9428218523983519,1.0369774271435293e-15,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.2,6,0.9350358121025871,1.710020612729941e-14,2.0,0.0,2,1.0,0.0,1.0,0.0
original,1.2,7,0.9479846588378256,2.158805761671487e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
original,1.2,8,0.9334838754742425,3.026808832459081e-15,2.0,0.0,2,1.0,0.0,1.0,0.0
original,1.2,9,0.9382316280098254,9.099981472373497e-15,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.2,10,0.9423911487510609,1.1323322413921348e-15,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.2,11,0.9436352439030886,1.2633806311727493e-15,2.0,0.0,2,1.0,0.0,1.0,0.0
original,1.2,12,0.9389697766881677,2.0147759147930666e-14,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.2,13,0.9308581462309069,2.8815977087613686e-15,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.2,14,0.9437460784062587,1.1437883788530042e-15,2.0,0.0,2,1.0,0.0,1.0,0.0
original,1.2,15,0.9380334762520675,1.3536761129056466e-14,2.0,0.0,2,1.0,0.0,1.0,0.0
original,1.2,16,0.9394040757349049,5.40945673080227e-15,2.0,0.0,2,1.0,0.0,1.0,0.0
original,1.2,17,0.9367418758432979,2.4225336065023944e-15,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.2,18,0.9308160683437213,5.958285221810348e-15,1.0,0.0,1,1.0,0.0,1.0,0.0
original,1.2,19,0.9406287279466584,1.77340361988205e-15,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,0.4,0,0.09019646656340337,0.045467836919102125,0.054,0.23469980826579298,0,0.948,0.0335,0.408,0.00040884707820340176
omega_shuffled,0.4,1,0.14082121888375743,0.056410785627929956,0.0615,0.24231745706820215,0,0.939,0.043,0.4435,0.0006355987046712596
omega_shuffled,0.4,2,0.11083828105291611,0.036244774923487225,0.063,0.24296296014001809,0,0.937,0.038,0.4955,0.0005816533418818693
omega_shuffled,0.4,3,0.08179807437443397,0.06117883710662531,0.0545,0.24602794556716517,0,0.95,0.034,0.637,0.00041824751976557846
omega_shuffled,0.4,4,0.18173070101211042,0.029089668214200472,0.0825,0.2875652099959242,0,0.921,0.0525,0.115,0.0011926767311757466
omega_shuffled,0.4,5,0.1412020941357993,0.0659440619779633,0.083,0.2917378960642584,0,0.9215,0.0525,0.3385,0.0012023248270562497
omega_shuffled,0.4,6,0.07841487840167846,0.032809493702753184,0.0325,0.17732385626305333,0,0.9675,0.027,0.731,0.0001556016896338545
omega_shuffled,0.4,7,0.22690721660674656,0.04571008602974996,0.21,0.45265881191025104,0,0.8095,0.105,0.0995,0.009054307971466299
omega_shuffled,0.4,8,0.0990373493023424,0.0395989665881547,0.053,0.23063174109389192,0,0.9485,0.036,0.576,0.00042759125986561016
omega_shuffled,0.4,9,0.0977584499012928,0.04345428471555914,0.05,0.21794494717703364,0,0.95,0.035,0.547,0.00038140366845705663
omega_shuffled,0.4,10,0.11754283923378372,0.06137509586441835,0.073,0.26771440006096053,0,0.929,0.045,0.5135,0.0008553475272024908
omega_shuffled,0.4,11,0.15475430420318617,0.04882461031066579,0.0805,0.28463968451359695,0,0.923,0.055,0.274,0.0012054490858323381
omega_shuffled,0.4,12,0.06469632832823552,0.04319876444009793,0.043,0.20285709255532575,0,0.957,0.028,0.688,0.0002442399481594674
omega_shuffled,0.4,13,0.08884789601764283,0.03363496697142425,0.039,0.2036639388797143,0,0.963,0.0295,0.646,0.00022229919682277406
omega_shuffled,0.4,14,0.07227018976511411,0.028585344001623547,0.0375,0.1951762024428184,0,0.9635,0.02,0.547,0.00014247863490718873
omega_shuffled,0.4,15,0.09308031910297412,0.043221882647203246,0.0375,0.19259737796761411,0,0.963,0.0275,0.647,0.00019596783920815052
omega_shuffled,0.4,16,0.09388111851534582,0.04858362560747863,0.063,0.25304347452562376,0,0.9395,0.038,0.4655,0.0005817469632435391
omega_shuffled,0.4,17,0.13518044782468172,0.055834546652513764,0.082,0.286837933335185,0,0.9215,0.0535,0.398,0.001204647633041221
omega_shuffled,0.4,18,0.09648564816301872,0.0430685294873654,0.0555,0.2332804106649335,0,0.9455,0.0375,0.516,0.00047676685201024013
omega_shuffled,0.4,19,0.08561111384268648,0.046992039783856125,0.0395,0.1947812876022746,0,0.9605,0.034,0.5295,0.0002615912769437155
omega_shuffled,0.45,0,0.10775489374503008,0.05630297244657349,0.042,0.203066491573573,0,0.9585,0.029,0.6385,0.0002443905310360544
omega_shuffled,0.45,1,0.22275033172096034,0.06308832406272274,0.2415,0.48391915647140893,0,0.7825,0.1185,0.1965,0.012472411464357392
omega_shuffled,0.45,2,0.12234334247431712,0.04861166581953789,0.086,0.3187538235064797,0,0.9235,0.0475,0.404,0.0011582717305513382
omega_shuffled,0.45,3,0.1183575740757912,0.07967006320343387,0.1075,0.33308219706252695,0,0.9,0.061,0.446,0.002031801435389634
omega_shuffled,0.45,4,0.24192875613106496,0.041300091080534354,0.243,0.48368481472959224,0,0.78,0.122,0.1015,0.012982100533752913
omega_shuffled,0.45,5,0.17324125242319507,0.08671813624480681,0.158,0.4219431241293073,0,0.8625,0.0935,0.3245,0.005424606347604585
omega_shuffled,0.45,6,0.1244186725431252,0.030565724063376282,0.0425,0.20172691937369192,0,0.9575,0.0325,0.6195,0.0002786353159583059
omega_shuffled,0.45,7,0.3073589237460071,0.03930104634295993,0.4245,0.6366315653500069,0,0.6445,0.178,0.0995,0.04028540905010561
omega_shuffled,0.45,8,0.13292382421459933,0.05250378534119677,0.084,0.2827437001950706,0,0.9175,0.055,0.2525,0.0012829495629614884
omega_shuffled,0.45,9,0.13387572499169154,0.05659364436028917,0.0675,0.2548406364769952,0,0.9335,0.0515,0.4215,0.0008727654867214915
omega_shuffled,0.45,10,0.1689642775629823,0.06854489945110806,0.1235,0.3595104310030517,0,0.8865,0.0755,0.276,0.0030807348016773355
omega_shuffled,0.45,11,0.2035423203897184,0.05962239632575623,0.1645,0.4140528347928558,0,0.852,0.085,0.301,0.0052087847229739465
omega_shuffled,0.45,12,0.08642732664686055,0.0493288635615641,0.037,0.19654770413311876,0,0.9645,0.024,0.636,0.00016745865089886055
omega_shuffled,0.45,13,0.1275409627390549,0.07145001190628664,0.0735,0.2722090189541853,0,0.9295,0.0535,0.541,0.0010267043864311844
omega_shuffled,0.45,14,0.11637901899794596,0.04620685843756284,0.0385,0.1949814093702269,0,0.962,0.0275,0.659,0.00020375558020118084
omega_shuffled,0.45,15,0.12281284274063524,0.039648737908565955,0.0445,0.2109970378939003,0,0.9565,0.0355,0.593,0.00032583218494602656
omega_shuffled,0.45,16,0.11952427248004244,0.059621206278437304,0.068,0.25568730903195014,0,0.933,0.047,0.4495,0.0008051593532726601
omega_shuffled,0.45,17,0.21449200087854067,0.051382935941240014,0.166,0.4055169540228867,0,0.846,0.094,0.1845,0.005870263488884919
omega_shuffled,0.45,18,0.1519352715907026,0.04909486414928159,0.086,0.2821418083163145,0,0.9145,0.0555,0.2995,0.0013388334400361165
omega_shuffled,0.45,19,0.08374252966626543,0.03357293392132557,0.042,0.20058913230780973,0,0.958,0.029,0.663,0.000244317571575656
omega_shuffled,0.5,0,0.12198897822020413,0.06320327141302812,0.072,0.2623280389131135,0,0.929,0.046,0.4645,0.0008567633937155189
omega_shuffled,0.5,1,0.315115168183256,0.054675602410986825,0.581,0.7895815347384968,0,0.5725,0.214,0.0995,0.07223486704309749
omega_shuffled,0.5,2,0.15542132970421707,0.07405801866947404,0.1105,0.32755114104518085,0,0.8935,0.0725,0.2245,0.0025291042826792996
omega_shuffled,0.5,3,0.2415257494894072,0.06379731196955248,0.3275,0.5807269151675337,0,0.7235,0.156,0.1065,0.025049074919407388
omega_shuffled,0.5,4,0.31505446790142794,0.06182472464098685,0.5365,0.7427433944506003,0,0.592,0.209,0.0995,0.0633352150346309
omega_shuffled,0.5,5,0.23782790329398296,0.061755697967668825,0.276,0.5530135622206747,0,0.7715,0.124,0.1845,0.0156690863983242
omega_shuffled,0.5,6,0.1535185287018662,0.06495451406975562,0.1185,0.3556089847008931,0,0.8915,0.067,0.4125,0.0025850995528667185
omega_shuffled,0.5,7,0.37741798383867375,0.04271410910007635,1.0055,0.9901867248150725,1,0.389,0.338,0.0995,0.20449138264036326
omega_shuffled,0.5,8,0.19425546810777014,0.08388187238331299,0.19,0.43806392227619023,0,0.829,0.109,0.294,0.008165073522214843
omega_shuffled,0.5,9,0.1908717169555202,0.0736848122983853,0.1775,0.4347341141433463,0,0.844,0.099,0.406,0.0067140337266483625
omega_shuffled,0.5,10,0.25168720549557444,0.041738736262820576,0.252,0.4863085440335179,0,0.772,0.1185,0.122,0.013139084353575935
omega_shuffled,0.5,11,0.3440227823409808,0.04455599162640854,0.843,0.9583063184598127,0,0.4475,0.317,0.0995,0.167840164910312
omega_shuffled,0.5,12,0.1084794382574455,0.07310393531004038,0.094,0.3117114049886529,0,0.912,0.0515,0.3315,0.001412676114839178
omega_shuffled,0.5,13,0.20156070654286876,0.07660258223632833,0.237,0.5057973902661025,0,0.798,0.1235,0.298,0.012618127597139529
omega_shuffled,0.5,14,0.18375551987039265,0.06847042852984375,0.2195,0.45642058454894424,0,0.7975,0.0955,0.3875,0.008826603671871065
omega_shuffled,0.5,15,0.19553756871826244,0.056684077386686814,0.1725,0.4263141447336694,0,0.844,0.1,0.16,0.006650500724350251
omega_shuffled,0.5,16,0.13593318224113538,0.039717036691260595,0.068,0.2576354012941544,0,0.9335,0.0485,0.287,0.0008309385951567258
omega_shuffled,0.5,17,0.3059053516019051,0.047363441924574874,0.512,0.7020370360600643,0,0.594,0.2285,0.0995,0.06512867815735528
omega_shuffled,0.5,18,0.19740109297932132,0.05838182644033445,0.14,0.38522720568516444,0,0.8725,0.085,0.191,0.004174899890729437
omega_shuffled,0.5,19,0.1276843765578479,0.062468628667923486,0.071,0.2587643715815607,0,0.9295,0.0455,0.509,0.0008300514311836395
omega_shuffled,0.55,0,0.20914809605035758,0.08844827839390286,0.3005,0.5414792239781689,0,0.7395,0.1455,0.173,0.020523551797693877
omega_shuffled,0.55,1,0.4332558499936615,0.07142242363993101,2.7365,1.825942975560847,2,0.231,0.4525,0.0995,0.635377943467497
omega_shuffled,0.55,2,0.14693507305512976,0.08991010475892217,0.114,0.3435171029221107,0,0.8945,0.064,0.541,0.0023194275151711464
omega_shuffled,0.55,3,0.29249048982352316,0.12452163985848962,0.971,1.438109522950182,0,0.534,0.2375,0.0995,0.15916277212267038
omega_shuffled,0.55,4,0.3539573660350113,0.09774888419329378,1.144,1.3413664674502639,0,0.444,0.3155,0.0995,0.2352998237329902
omega_shuffled,0.55,5,0.3361692789553972,0.1097895418286635,1.4095,1.5591054326119194,0,0.3845,0.304,0.1105,0.29172733666651085
omega_shuffled,0.55,6,0.2337156545879738,0.058382828824914704,0.262,0.5332504102201892,0,0.78,0.136,0.163,0.01595485239110315
omega_shuffled,0.55,7,0.44031187397982197,0.07972751794580388,2.3115,1.9360960074335156,1,0.2145,0.4065,0.0995,0.6182065892463677
omega_shuffled,0.55,8,0.26966358159943665,0.1290273250028491,0.732,1.073394615227783,0,0.568,0.2245,0.1995,0.10410210382695778
omega_shuffled,0.55,9,0.32379486392826634,0.08284624868858834,0.894,1.0333266666451613,0,0.454,0.2985,0.0995,0.1684126140206914
omega_shuffled,0.55,10,0.397723724889691,0.06560788712766019,1.8755,1.5244670380168934,1,0.2575,0.42,0.0995,0.4754050469374849
omega_shuffled,0.55,11,0.40237521894571354,0.04764455484494952,1.838,1.3991983419086802,1,0.263,0.4185,0.0995,0.431561042018642
omega_shuffled,0.55,12,0.2882416210415794,0.08507913403413613,0.727,1.0047243403043442,0,0.5515,0.2275,0.0995,0.10251579260814726
omega_shuffled,0.55,13,0.3423171848842433,0.06816469399532557,0.9,0.9721111047611791,0,0.4385,0.307,0.0995,0.16757299884012483
omega_shuffled,0.55,14,0.37788630641516635,0.06121266814884032,1.316,1.2071221976254103,1,0.335,0.353,0.0995,0.28336590108431325
omega_shuffled,0.55,15,0.2830696721783676,0.08689942394145439,0.594,0.815575870167822,0,0.5785,0.2035,0.178,0.06995622450137769
omega_shuffled,0.55,16,0.28311212866479024,0.09201811873635282,0.6715,0.899215074384321,0,0.556,0.243,0.0995,0.09701811320472464
omega_shuffled,0.55,17,0.4159360165758948,0.06195430376977048,1.938,1.5675318178588913,1,0.278,0.4395,0.0995,0.49740763004292354
omega_shuffled,0.55,18,0.329277080836397,0.0908868516293815,1.0295,1.2023434409518772,0,0.4505,0.3215,0.0995,0.2124111028988704
omega_shuffled,0.55,19,0.2071584379087036,0.06939206685531804,0.223,0.4871047115354152,0,0.805,0.1235,0.2305,0.011730699310537052
omega_shuffled,0.6,0,0.39314436373425415,0.10780320945286911,2.5305,1.8240256988321188,1,0.1885,0.4145,0.0995,0.6135415977128355
omega_shuffled,0.6,1,0.6101666373940576,0.008080844796809943,5.5005,1.323631274184771,5,0.3075,0.372,0.0995,0.3409806534593535
omega_shuffled,0.6,2,0.2878953332432136,0.10265252246106768,1.1845,1.386167287884114,0,0.4145,0.2985,0.0995,0.24226288350786138
omega_shuffled,0.6,3,0.3638793399464635,0.07986533528672723,2.2685,1.6432917422052604,3,0.218,0.4275,0.0995,0.5493606471629837
omega_shuffled,0.6,4,0.40090116937699977,0.1002747811835276,2.532,1.7910823543321506,2,0.204,0.4275,0.0995,0.6094874157813891
omega_shuffled,0.6,5,0.43034984630214945,0.12479327490682345,3.133,2.0374766256327947,3,0.1965,0.399,0.0995,0.6532078766467968
omega_shuffled,0.6,6,0.3505143247710771,0.11024644539151617,1.5765,1.6864601240468153,0,0.3895,0.3245,0.0995,0.33409997843915745
omega_shuffled,0.6,7,0.47641543349196347,0.02898242014953098,4.5245,1.567609565548769,4,0.264,0.4625,0.0995,0.5336142972665617
omega_shuffled,0.6,8,0.3954166317972757,0.11842656297314524,2.193,2.061734949017453,0,0.2925,0.3945,0.0995,0.5754482659102526
omega_shuffled,0.6,9,0.41267534421479035,0.11345282495223123,2.8485,2.4146527183013298,0,0.2055,0.4275,0.0995,0.8201337793735903
omega_shuffled,0.6,10,0.4586195327183804,0.020942919909353187,4.1035,1.2561002149510205,4,0.303,0.5375,0.0995,0.4705822451542148
omega_shuffled,0.6,11,0.52937561509148,0.02161727571029274,4.811,1.6453811108676313,5,0.2205,0.468,0.0995,0.6002449028137518
omega_shuffled,0.6,12,0.41963164181254675,0.08274767142400855,2.958,1.9842469604361248,3,0.1815,0.461,0.0995,0.7487129308350285
omega_shuffled,0.6,13,0.4226618186081607,0.13046196025077347,2.8345,2.2674015414125486,2,0.184,0.4275,0.0995,0.7909603555565532
omega_shuffled,0.6,14,0.43371699839006617,0.07743780099865741,3.428,1.9258286528141593,3,0.2055,0.4785,0.0995,0.7321389102702873
omega_shuffled,0.6,15,0.3617225295359802,0.15046849548753038,2.0375,2.26519176892377,0,0.3665,0.308,0.1425,0.4419796890038672
omega_shuffled,0.6,16,0.37009257966950937,0.0722602712112296,1.986,1.4848582423921821,1,0.293,0.412,0.0995,0.43251544932675917
omega_shuffled,0.6,17,0.4706589784593743,0.022485521679332654,4.295,1.2629231963979441,4,0.3035,0.5525,0.0995,0.48599336935549636
omega_shuffled,0.6,18,0.4145185590165512,0.0745616987937265,2.5665,1.8128920955203043,1,0.203,0.472,0.0995,0.6819810015060851
omega_shuffled,0.6,19,0.35203255746038725,0.13346783535612944,2.456,2.0693148624605198,0,0.2505,0.371,0.0995,0.5754030041236048
omega_shuffled,0.65,0,0.48460837574067933,0.12499353094643108,4.561,1.9368218813303406,5,0.2605,0.379,0.0995,0.5428340385236752
omega_shuffled,0.65,1,0.7413420771727008,0.0028114784966549243,2.904,0.9543500406035512,3,0.381,0.0715,0.0995,0.04223810186279495
omega_shuffled,0.65,2,0.37317444214832873,0.15301375564252806,3.0125,1.9990857285269183,4,0.216,0.3465,0.0995,0.5430636342359918
omega_shuffled,0.65,3,0.6039844914160066,0.008637324270108148,5.555,1.4642318805435157,6,0.261,0.3805,0.0995,0.4117266314561583
omega_shuffled,0.65,4,0.5335792544614203,0.01748091654266658,5.6255,1.4297726217829183,6,0.262,0.435,0.0995,0.4589999058261425
omega_shuffled,0.65,5,0.6184420772182109,0.007073659749069966,4.527,1.4850154881347197,5,0.256,0.2305,0.0995,0.2546682771960509
omega_shuffled,0.65,6,0.41808094432630616,0.14937201972978698,3.3565,2.1854994280484266,4,0.186,0.333,0.0995,0.5924058477446592
omega_shuffled,0.65,7,0.6839815255639345,0.0029799807918273772,2.7535,0.9201835414741996,2,0.4005,0.0675,0.0995,0.03723637778683036
omega_shuffled,0.65,8,0.4075470328706483,0.060160848546535035,3.466,1.6525265504674955,3,0.2195,0.5075,0.0995,0.6545719649045361
