topology,K,seed,R_mean,R_std,cluster_mean,cluster_std,dominant_cluster,dominant_fraction,switching_rate,memory_score,reorganization_score
all_to_all,0.8,4,0.7178795667739715,0.0181658359747602,6.838695652173913,1.5144458144033102,7,0.2521739130434782,0.57,0.0865217391304347,0.6455489908895008
all_to_all,0.8,5,0.7635946994328031,0.0145695328718232,7.567826086956522,1.6909502255851374,8,0.2291304347826087,0.4878260869565217,0.0865217391304347,0.6358823131102823
all_to_all,0.8,6,0.6522470870575217,0.0160816159391088,5.944347826086957,1.3703183574469633,6,0.297391304347826,0.5573913043478261,0.0865217391304347,0.5366550075683105
all_to_all,0.8,7,0.7778707000334625,0.0109119071315368,7.026521739130435,1.595834547094818,7,0.2556521739130434,0.4047826086956522,0.0865217391304347,0.4808234418772911
all_to_all,0.8,8,0.6594884039025846,0.0239978118099914,5.903043478260869,1.4890000577645,6,0.2630434782608695,0.5830434782608696,0.0865217391304347,0.6397901119287875
all_to_all,0.8,9,0.7231862854723219,0.0163275117463543,7.253913043478261,1.5664574797666309,7,0.2534782608695652,0.5530434782608695,0.0865217391304347,0.6467260372355261
all_to_all,0.8,10,0.7505563201923239,0.0102162348329158,7.308260869565218,1.5019470035631377,7,0.2669565217391304,0.5134782608695653,0.0865217391304347,0.5653356924614458
all_to_all,0.8,11,0.7585640486874594,0.0104389418286181,7.376086956521739,1.6231591288767575,8,0.2373913043478261,0.5160869565217391,0.0865217391304347,0.6388306363991115
all_to_all,0.8,12,0.7261290620024268,0.020376003152841,6.961304347826087,1.6494473497345448,7,0.2430434782608695,0.5452173913043479,0.0865217391304347,0.6807365884325589
all_to_all,0.8,13,0.6886187574344091,0.017818666013365,6.271739130434782,1.5411970282131864,6,0.2439130434782608,0.6065217391304348,0.0865217391304347,0.7067670289020485
all_to_all,0.8,14,0.7526907450706536,0.0136140583260507,7.773478260869565,1.6435621671702891,8,0.2617391304347826,0.5134782608695653,0.0865217391304347,0.6230430388672402
all_to_all,0.8,15,0.670540323009332,0.0237759232832953,6.161304347826087,1.471047554422494,6,0.2682608695652174,0.5482608695652174,0.0865217391304347,0.5901606430407605
all_to_all,0.8,16,0.7400933325250237,0.0149515019440953,7.570869565217391,1.5988376567219027,8,0.2495652173913043,0.5360869565217391,0.0865217391304347,0.6432096703593642
all_to_all,0.8,17,0.7272997211111296,0.0149343392142868,7.257826086956522,1.566234633213042,7,0.2591304347826087,0.5752173913043478,0.0865217391304347,0.6674682104682047
all_to_all,0.8,18,0.6964371829294514,0.0143807592808473,6.728695652173913,1.5100685396129947,7,0.2565217391304348,0.6117391304347826,0.0865217391304347,0.6868014385995795
all_to_all,0.8,19,0.7347281381163524,0.0139805829033895,7.4943478260869565,1.5831897523861411,8,0.2478260869565217,0.5078260869565218,0.0865217391304347,0.6047365874406512
all_to_all,0.9,0,0.8352681963908829,0.0081919925847597,7.06391304347826,1.5974986946458156,7,0.2517391304347826,0.3547826086956521,0.0865217391304347,0.4240878890675812
all_to_all,0.9,1,0.8695379770571817,0.0064178389331153,7.145217391304348,1.8227424859623824,7,0.1904347826086956,0.2895652173913043,0.0865217391304347,0.4272908095856597
all_to_all,0.9,2,0.798048607792941,0.0086732511351623,6.968260869565217,1.5652035627408454,7,0.2643478260869565,0.3578260869565217,0.0865217391304347,0.4120172042466498
all_to_all,0.9,3,0.8161108763007102,0.0096547267321426,7.661739130434783,1.5261251079090954,8,0.2560869565217391,0.4339130434782609,0.0865217391304347,0.4926233772247557
all_to_all,0.9,4,0.8143614021404721,0.0092073540195453,7.629565217391304,1.618156434262983,8,0.2369565217391304,0.4156521739130435,0.0865217391304347,0.5132155971284379
