K,run,global_R,outsider_R,outsider_R_std,outsider_recruitment_score
0.35,6,0.9552038818654697,0.7810269754481907,2.877580449710938e-06,0.817654733481676
0.35,7,0.9666713523162954,0.8354100610058297,3.7055569830605227e-06,0.8642131154535537
0.35,8,0.9441761197190776,0.7486913115451889,3.0496433781623855e-05,0.7929572628538364
0.35,9,0.928753411382153,0.6075426962453615,7.009308203236321e-06,0.6541485487957175
0.35,10,0.9194985226608607,0.5967252078237447,8.494666393694204e-05,0.6489680984981705
0.35,11,0.8695657592246929,0.5623023665489911,1.4701231665803794e-05,0.6466473185992221
0.35,12,0.8633367426301863,0.8512644096124405,1.1476678620955721e-05,0.9860166579011186
0.35,13,0.9046531360766148,0.7013244088252434,0.00011104492001765868,0.775241228771989
0.35,14,0.923219027457843,0.699089446747848,8.505774838334569e-07,0.7572303277501647
0.35,15,0.9160956438936874,0.7256021514490858,1.7701345600653812e-06,0.7920593840663428
0.35,16,0.9123028413432253,0.6008131955598218,5.99785181035168e-06,0.6585677127504705
0.35,17,0.8888770695354518,0.7145997013652121,2.2350888277224617e-06,0.803935353780557
0.35,18,0.825123907507666,0.915045115007249,9.831375708952945e-06,1.1089790353670472
0.35,19,0.9542199255434604,0.7928215680243851,1.4325631230470798e-05,0.8308583239571482
0.39999999999999997,0,0.9284180978141563,0.7742639411140255,3.81630077740476e-06,0.8339604138869101
0.39999999999999997,1,0.9448434754188991,0.7730695145461871,1.4432746410325134e-06,0.8181985002358473
0.39999999999999997,2,0.9522701565999101,0.7752248172101156,8.357616533852689e-07,0.8140807646196215
0.39999999999999997,3,0.9076904380003128,0.8721990514849849,7.625892065529815e-07,0.9608992393987558
0.39999999999999997,4,0.8876473810547447,0.8868606832056656,1.1020366839300214e-07,0.9991137270645203
0.39999999999999997,5,0.9578245078896923,0.8808884083113875,1.0946678933025572e-06,0.919676204831371
0.39999999999999997,6,0.9033785911073988,0.6586197955602443,1.4134631894124626e-06,0.7290628780035089
0.39999999999999997,7,0.8840997239629013,0.7491137557925991,4.257510756164355e-06,0.8473181650073518
0.39999999999999997,8,0.9532691473058315,0.7665566427736044,2.1637578068739296e-06,0.8041345352876197
0.39999999999999997,9,0.8458310554705583,0.5839161896533357,7.851336152524842e-06,0.6903461227582821
0.39999999999999997,10,0.9428388315185043,0.7658500078914715,4.876093604903103e-06,0.8122809352869006
0.39999999999999997,11,0.9341001524494518,0.8835459053314633,6.173089871610145e-07,0.9458792004408006
0.39999999999999997,12,0.9153335619913583,0.6652633603242855,2.756207541236344e-05,0.7267988282612973
0.39999999999999997,13,0.9486108273995072,0.9193035677167859,2.4799761537400854e-07,0.9691050757200058
0.39999999999999997,14,0.9245435068082952,0.6295487137297657,1.927988381655607e-06,0.6809292468046311
0.39999999999999997,15,0.9015248639497792,0.6207831507018675,1.769802395334921e-06,0.6885923788961196
0.39999999999999997,16,0.9662574837052359,0.8418031091720195,1.0997108096156907e-05,0.8711995750275054
0.39999999999999997,17,0.9595850524555343,0.8118915652369761,2.2600402556252513e-06,0.8460860901892299
0.39999999999999997,18,0.970386632504157,0.8864486923784223,7.11380492059662e-08,0.9135005189529044
0.39999999999999997,19,0.9267899586681345,0.7133727311575871,3.553903046618841e-05,0.7697242773130458
0.44999999999999996,0,0.9639850128787163,0.8375075896898654,1.051955192547049e-06,0.8687973137548847
0.44999999999999996,1,0.9521023858605413,0.7552681624350642,3.377905412890088e-07,0.7932635960696968
0.44999999999999996,2,0.9473786840570213,0.753339769272104,9.632429628845948e-07,0.7951833643176697
0.44999999999999996,3,0.9430531273401465,0.9340484968464141,5.415003060242212e-07,0.9904516190724906
