K_base,seed,R_mean,R_std,cluster_mean,cluster_std,dominant_cluster,dominant_fraction,switching_rate,memory_score,Kij_mean_final,Kij_std_final,Kij_density_weak,Kij_density_strong,reorganization_score,adaptive_network_score,adaptive_reorganization_score
0.3,0,0.0498359743821391,0.0345207935857211,0.0291304347826086,0.1681720920723318,0,0.9708695652173912,0.0217391304347826,0.7052173913043478,0.3149170452124247,0.1218986208557886,0.0538896242745138,0.0,0.0001064983996895,0.0383879534953746,0.0001105866553041
0.3,1,0.0771685141303998,0.0349369563976329,0.0395652173913043,0.2015155245043346,0,0.9617391304347828,0.0208695652173913,0.7613043478260869,0.3193362913820202,0.1342507803523148,0.0618316232235039,0.0,0.0001609076779381,0.0428711463128504,0.0001678059745419
0.3,2,0.0654038512491377,0.0349051142707839,0.0226086956521739,0.1486524218877085,0,0.977391304347826,0.0191304347826086,0.7991304347826087,0.3152350269231189,0.1234734455121371,0.0505981515147662,0.0,6.429428337578585e-05,0.0389231549203088,6.679681972811181e-05
0.3,3,0.0784026205138917,0.0442567044557913,0.0369565217391304,0.1886550747795447,0,0.9630434782608696,0.0282608695652173,0.7434782608695653,0.3183067715925873,0.1270430389070113,0.0497010558453123,0.0,0.0001970357892323,0.0404386595678022,0.0002050036524357
0.3,4,0.063984662725965,0.051478901777144,0.0504347826086956,0.2188403877530591,0,0.9495652173913044,0.0252173913043478,0.8095652173913044,0.318486108287451,0.127112682531658,0.0536763396831048,0.0,0.0002783285798089,0.040483623573486,0.0002895963292636
0.3,5,0.0813334587924994,0.0362117799936324,0.0417391304347826,0.2021547442993167,0,0.9586956521739132,0.0295652173913043,0.6456521739130435,0.3176343126988309,0.1303086259585447,0.0559851452408811,0.0,0.000246865726341,0.0413904908450713,0.0002570836199271
0.3,6,0.0732416996278794,0.0364765983636105,0.0308695652173913,0.1827427044514931,0,0.9708695652173912,0.0234782608695652,0.7308695652173913,0.316496330044312,0.1231774712244681,0.0503073562284088,0.0,0.0001249835789917,0.0389852175866829,0.0001298560910134
0.3,7,0.1381488317248876,0.0550038313021697,0.0713043478260869,0.2623523078979052,0,0.93,0.04,0.3760869565217391,0.3295322311521678,0.1534806270268045,0.0582100751631077,0.0,0.0007345864804787,0.0505768134627766,0.0007717395238742
0.3,8,0.0587168767316841,0.0278691128643217,0.0578260869565217,0.2461080802118403,0,0.9452173913043478,0.0356521739130434,0.4160869565217391,0.3152259439581773,0.1221766230398382,0.0520605443907402,0.0,0.0004806784037941,0.0385132413273554,0.0004991908871602
0.3,9,0.0657999703056656,0.034791664725144,0.037391304347826,0.1897187252408004,0,0.962608695652174,0.028695652173913,0.7452173913043478,0.3159577778269175,0.1254979294160249,0.0527380528271158,0.0,0.0002035621024561,0.0396520469001665,0.0002116337564898
0.3,10,0.0949443514248563,0.0415801456094045,0.0413043478260869,0.2011662593332686,0,0.9591304347826088,0.0304347826086956,0.638695652173913,0.3194585403584862,0.1315439372122387,0.0557331303906646,0.0,0.0002502219338194,0.0420228341748301,0.0002607369686512
0.3,11,0.1154231112621903,0.0325083542753746,0.0413043478260869,0.2033160817828516,0,0.9595652173913044,0.0252173913043478,0.6039130434782609,0.3250499168424936,0.1490499256294819,0.0607831156597673,0.0,0.000207313230364,0.0484486659312429,0.0002173572798051
0.3,12,0.0588063706802882,0.0215813179511227,0.0217391304347826,0.1458305202717254,0,0.9782608695652174,0.0208695652173913,0.8573913043478261,0.3149731803133972,0.1229316945629306,0.056174346455091,0.0,6.616129781146514e-05,0.0387201867978014,6.872307562151003e-05
