replication,N,dt,omega_std,K,seed,actual_seed,R_mean,R_std,cluster_mean,cluster_std,dominant_cluster,dominant_fraction,switching_rate,memory_score,reorganization_score
baseline_shifted_seeds,400,0.03,0.4,0.725,0,1000,0.7781220518605128,0.0017837190752314801,1.4425,0.4966827458247367,1,0.5575,0.0145,0.0995,0.003186840887680082
baseline_shifted_seeds,400,0.03,0.4,0.725,1,1001,0.7565842533850482,0.0002460417305119078,1.0885,0.2840206858663643,1,0.9115,0.0045,0.635,0.00011311126328211031
baseline_shifted_seeds,400,0.03,0.4,0.725,2,1002,0.7750718465868026,0.0004631573800560298,1.326,0.46874726665869754,1,0.674,0.0115,0.0995,0.0017573336555150654
baseline_shifted_seeds,400,0.03,0.4,0.725,3,1003,0.7431424099795118,4.8156052495016076e-05,1.0,0.0,1,1.0,0.0,1.0,0.0
baseline_shifted_seeds,400,0.03,0.4,0.725,4,1004,0.7264168444079858,0.00020851587950979368,1.0,0.0,1,1.0,0.0,1.0,0.0
baseline_shifted_seeds,400,0.03,0.4,0.725,5,1005,0.7137570986743137,0.0015066491067446462,1.4285,0.49486134421674116,1,0.5715,0.012,0.0995,0.002544577244010569
baseline_shifted_seeds,400,0.03,0.4,0.725,6,1006,0.7486643044451889,0.0017681218904810952,1.4455,0.5157807189106627,1,0.564,0.016,0.0995,0.0035980865200011766
baseline_shifted_seeds,400,0.03,0.4,0.725,7,1007,0.706915708955608,0.0003833413626096512,1.014,0.11749042514179615,1,0.986,0.0015,0.906,2.4673005728436732e-06
baseline_shifted_seeds,400,0.03,0.4,0.725,8,1008,0.7268297466624631,0.0019303070372032082,1.784,0.6658408218185484,2,0.51,0.0305,0.0995,0.009950991408340208
baseline_shifted_seeds,400,0.03,0.4,0.725,9,1009,0.7295200279270646,0.001229537991844185,1.794,0.7794639183438834,2,0.47,0.028,0.0995,0.011567244961339108
baseline_shifted_seeds,400,0.03,0.4,0.75,0,1000,0.8042884139262909,0.0012558417066606594,1.4495,0.4974432128394155,1,0.5505,0.0145,0.0995,0.003242210724084825
baseline_shifted_seeds,400,0.03,0.4,0.75,1,1001,0.787261006080759,2.1530256385406936e-05,1.0,0.0,1,1.0,0.0,1.0,0.0
baseline_shifted_seeds,400,0.03,0.4,0.75,2,1002,0.8007374326002128,7.313979348393054e-05,1.014,0.1174904251417961,1,0.986,0.001,0.9885,1.6448675968510988e-06
baseline_shifted_seeds,400,0.03,0.4,0.75,3,1003,0.7780841875248935,8.011335968723221e-06,1.0,0.0,1,1.0,0.0,1.0,0.0
baseline_shifted_seeds,400,0.03,0.4,0.75,4,1004,0.7616120467756589,1.748174548751462e-05,1.0,0.0,1,1.0,0.0,1.0,0.0
baseline_shifted_seeds,400,0.03,0.4,0.75,5,1005,0.7537328422520674,0.0005012420582224055,1.3845,0.4864768750927428,1,0.6155,0.012,0.0995,0.0022446044887282734
baseline_shifted_seeds,400,0.03,0.4,0.75,6,1006,0.778958733959571,0.0015713551159068828,1.4525,0.4977386362339175,1,0.5475,0.015,0.0995,0.003378401218664448
baseline_shifted_seeds,400,0.03,0.4,0.75,7,1007,0.74888907629819,3.455591418225219e-05,1.0,0.0,1,1.0,0.0,1.0,0.0
baseline_shifted_seeds,400,0.03,0.4,0.75,8,1008,0.7647126708064347,0.0014896577281851005,1.444,0.4968541033341679,1,0.556,0.0145,0.0995,0.0031987469378685946
baseline_shifted_seeds,400,0.03,0.4,0.75,9,1009,0.7655538919823909,0.00018127943457119485,1.0285,0.1663963641429704,1,0.9715,0.0015,0.9085,7.113449309408355e-06
baseline_shifted_seeds,400,0.03,0.4,0.775,0,1000,0.8248192525343009,0.0004601540568374719,1.453,0.49778609864077156,1,0.547,0.015,0.0995,0.003382456765761145
baseline_shifted_seeds,400,0.03,0.4,0.775,1,1001,0.8107483049697389,1.983318626354966e-06,1.0,0.0,1,1.0,0.0,1.0,0.0
baseline_shifted_seeds,400,0.03,0.4,0.775,2,1002,0.8211782164541003,1.1796431108840326e-05,1.0,0.0,1,1.0,0.0,1.0,0.0
baseline_shifted_seeds,400,0.03,0.4,0.775,3,1003,0.8042567591237164,1.5930295549317262e-06,1.0,0.0,1,1.0,0.0,1.0,0.0
baseline_shifted_seeds,400,0.03,0.4,0.775,4,1004,0.7885012430375945,1.929781805732308e-06,1.0,0.0,1,1.0,0.0,1.0,0.0
baseline_shifted_seeds,400,0.03,0.4,0.775,5,1005,0.7832664889525983,7.094308445935784e-05,1.039,0.19359493795035032,1,0.961,0.002,0.8665,1.5100412710329919e-05
